obs_mean,obs_var,act_mean,act_var,cumulative_reward,cumulative_cost,reward_mean,reward_var,cost_mean,cost_var,terminal,timeout,trajectory_length
"[-1.38328180e-01 -8.86508748e-02  9.80997181e+00  3.80510278e-02
  7.89266899e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00
  2.22418094e+00 -4.57636975e-02 -6.46063536e-02  0.00000000e+00
  6.70659021e-02  2.56690122e-02  1.31322509e-02  1.29728811e-02
  1.00830691e-02  8.61556176e-03  1.23661747e-02  1.96336936e-02
  2.18388997e-02  2.00959630e-02  1.58529170e-02  1.16483057e-02
  1.29699763e-02  2.01802570e-02  1.70177538e-02  5.15113249e-02
  1.40499353e-01  1.44324571e-01  1.48368329e-01  1.39757618e-01
  1.18440531e-01  1.06962100e-01  9.59219784e-02  1.09378979e-01
  1.31258592e-01  1.42951861e-01  1.29706174e-01  1.24598019e-01
  1.01951040e-01  1.15505055e-01  1.17353737e-01  1.24058723e-01
  1.61177274e-02  1.64068919e-02  1.80385355e-02  1.88058373e-02
  1.77380014e-02  1.70608778e-02  1.43382801e-02  1.02649005e-02
  1.08959684e-02  2.17319634e-02  2.89070625e-02  4.71249670e-02
  5.14011867e-02  2.56926902e-02  1.59661043e-02  1.63147468e-02]","[6.8395166e+00 2.4666327e+01 8.1854523e-10 1.5844533e-01 2.1680465e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.7729357e+00 1.1953345e-01
 1.2419819e-01 0.0000000e+00 3.5450656e-02 5.9991442e-03 4.0052696e-03
 4.0073749e-03 3.1999431e-03 2.6728646e-03 4.7995951e-03 1.0869286e-02
 1.1362666e-02 1.0381622e-02 8.2109356e-03 6.0451599e-03 6.1247712e-03
 1.1324272e-02 7.4965586e-03 2.1515632e-02 6.7366876e-02 6.3572608e-02
 6.3564204e-02 5.7661191e-02 5.1533584e-02 4.6458516e-02 4.3564100e-02
 5.1432420e-02 5.5448290e-02 6.2173825e-02 5.2137371e-02 4.9441975e-02
 4.1293185e-02 5.4301120e-02 5.4128010e-02 6.3269876e-02 6.1414558e-03
 5.9261369e-03 6.5747593e-03 6.6410396e-03 6.2326454e-03 6.2582702e-03
 4.8949039e-03 2.3304143e-03 2.1614111e-03 6.8062111e-03 9.9220620e-03
 1.9807875e-02 2.3951733e-02 9.5521389e-03 6.0158977e-03 6.1406358e-03]",[5.6222029e-04 7.3668176e-01],[0.36834404 0.18518208],2.1071858,29.0,0.0021071858,0.0021315338,0.029,0.028158998,False,True,1000
"[ 7.86185041e-02 -1.16824016e-01  9.80997181e+00  2.29409099e-01
 -3.07848607e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.99114895e+00 -4.61118557e-02 -4.42729983e-03  0.00000000e+00
  2.12564364e-01  9.10408422e-02  5.28903343e-02  4.22625951e-02
  3.62400077e-02  3.44636366e-02  3.52162346e-02  3.58426794e-02
  3.50521766e-02  3.14220227e-02  2.37260684e-02  1.68422814e-02
  1.51581205e-02  1.56213958e-02  4.88351807e-02  1.92186996e-01
  2.26523191e-01  2.46177956e-01  2.11052731e-01  2.21839860e-01
  2.48883337e-01  2.23829001e-01  1.92548662e-01  1.68830693e-01
  1.68824449e-01  2.12129042e-01  2.33673066e-01  2.50218928e-01
  2.62082070e-01  2.68147290e-01  2.55768955e-01  2.17242569e-01
  8.17490444e-02  7.00336769e-02  6.20549358e-02  5.77372573e-02
  5.61434627e-02  8.18529427e-02  1.31682694e-01  1.21963084e-01
  7.79953301e-02  6.75865188e-02  6.35917410e-02  6.96230158e-02
  9.18932781e-02  1.08418435e-01  9.63861346e-02  8.42817128e-02]","[6.13647127e+00 2.46290016e+01 8.18545232e-10 2.70404756e-01
 6.53936490e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.64469147e+00 1.18172139e-01 1.29682079e-01 0.00000000e+00
 9.07208323e-02 3.63550000e-02 2.05978882e-02 1.60455853e-02
 1.31924115e-02 1.22645693e-02 1.24795288e-02 1.26585858e-02
 1.22558363e-02 1.05855679e-02 8.19282699e-03 4.78789723e-03
 4.29171091e-03 4.11249418e-03 1.11315474e-02 8.23556781e-02
 7.75790140e-02 8.70900005e-02 7.61048570e-02 7.82419071e-02
 9.32344049e-02 7.97085911e-02 7.39388764e-02 6.51986673e-02
 5.82000166e-02 7.90735185e-02 8.00926760e-02 8.44650269e-02
 8.45520720e-02 8.68807286e-02 8.38133544e-02 7.37640113e-02
 4.13880609e-02 3.48989516e-02 3.10733616e-02 2.90011596e-02
 2.78189182e-02 3.51414792e-02 6.41856492e-02 6.00647442e-02
 3.98135632e-02 3.59486379e-02 3.64759304e-02 3.79893966e-02
 4.78581935e-02 5.01195304e-02 4.39564846e-02 4.60930467e-02]",[0.12485931 0.6570774 ],[0.39571375 0.2891506 ],9.317501,12.0,0.009317501,0.005232939,0.012,0.011855999,False,True,1000
"[ 9.3559206e-02 -1.6154528e-01  9.8099718e+00  2.0870146e-01
 -5.5424944e-02  0.0000000e+00  0.0000000e+00  0.0000000e+00
  2.1931534e+00 -1.0831276e-02 -6.7024897e-03  0.0000000e+00
  1.8515992e-01  8.4922761e-02  6.7740180e-02  5.8891289e-02
  4.8930392e-02  4.4709526e-02  4.3761089e-02  4.0287007e-02
  3.5649963e-02  2.9672692e-02  2.3975417e-02  2.0526478e-02
  1.4600273e-02  9.6301483e-03  2.2547772e-02  1.5372509e-01
  2.4905671e-01  2.7929717e-01  3.1214169e-01  3.2160518e-01
  3.1611529e-01  3.1509015e-01  3.1427607e-01  2.9175475e-01
  2.6038599e-01  2.8415456e-01  2.9436105e-01  2.9963404e-01
  2.8952119e-01  2.8432164e-01  2.8288007e-01  2.8726554e-01
  4.9906172e-02  8.6896174e-02  1.1289827e-01  1.0344558e-01
  8.4070116e-02  6.4111270e-02  4.9544353e-02  4.1982204e-02
  5.4978892e-02  5.9958521e-02  4.3716043e-02  3.5355471e-02
  3.9675765e-02  4.7954008e-02  5.5081155e-02  5.0167598e-02]","[5.9613256e+00 2.3902391e+01 8.1854523e-10 2.8111401e-01 8.4616706e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.0032299e+00 1.2734787e-01
 1.2248994e-01 0.0000000e+00 9.2390366e-02 3.6898661e-02 3.3879124e-02
 2.8980218e-02 2.4104308e-02 2.2372022e-02 2.2493104e-02 2.0723291e-02
 1.8510345e-02 1.5591503e-02 1.2915689e-02 1.1527341e-02 8.1712315e-03
 5.8602178e-03 6.9220848e-03 8.1439592e-02 6.9229424e-02 7.0280619e-02
 7.0469119e-02 7.4128799e-02 8.1270479e-02 8.1538670e-02 7.2953060e-02
 6.9404595e-02 7.1910761e-02 7.2943240e-02 7.5638637e-02 7.8959271e-02
 7.7596813e-02 7.6145448e-02 7.3616885e-02 6.7169443e-02 2.4326140e-02
 4.7410533e-02 5.9205290e-02 5.6272484e-02 4.4013008e-02 3.5289157e-02
 2.5111824e-02 2.1553023e-02 2.9185291e-02 3.5511427e-02 2.4768252e-02
 2.0087300e-02 2.3144182e-02 2.7958930e-02 3.1752273e-02 2.6999732e-02]",[0.13749155 0.7288522 ],[0.41169134 0.20817475],10.528463,12.0,0.010528463,0.0072863083,0.012,0.011856,False,True,1000
"[-0.01425458  0.21103874  9.809972    0.1935964  -0.01167384  0.
  0.          0.          2.0975776   0.03690227  0.02986816  0.
  0.19222258  0.08017834  0.0596959   0.05656291  0.05487794  0.05494754
  0.05605204  0.06332655  0.06306316  0.04876812  0.03695281  0.02711214
  0.01854478  0.01870808  0.05166616  0.1834717   0.2604031   0.25382516
  0.26257625  0.28336647  0.28916696  0.27135625  0.2519177   0.23862095
  0.20484085  0.21484959  0.2500247   0.2433291   0.2540865   0.26353148
  0.24881196  0.23691767  0.05388073  0.05138679  0.03219821  0.0285291
  0.02645175  0.05274704  0.06226029  0.03897047  0.03749753  0.03855611
  0.0356888   0.03806399  0.05140945  0.05944898  0.06298672  0.05467098]","[6.0252366e+00 2.6056326e+01 8.1854523e-10 2.8295970e-01 7.8090064e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.3221128e+00 1.3441150e-01
 1.1333456e-01 0.0000000e+00 7.6665662e-02 2.6114061e-02 2.3435906e-02
 2.1699246e-02 2.0894168e-02 2.1471977e-02 2.2036361e-02 2.8234694e-02
 2.7359268e-02 1.8857222e-02 1.4879514e-02 1.0672683e-02 5.3695804e-03
 5.3005526e-03 1.6112652e-02 8.0200329e-02 8.6255543e-02 7.8928828e-02
 8.2241803e-02 7.8598782e-02 8.2618386e-02 7.9645462e-02 7.9989225e-02
 8.0716476e-02 6.5067738e-02 6.6753738e-02 7.5793393e-02 7.3495790e-02
 7.3579215e-02 7.8709431e-02 6.9242582e-02 7.3155187e-02 1.9719888e-02
 2.1320300e-02 7.6640653e-03 8.0012698e-03 7.2536753e-03 1.8102296e-02
 2.4983030e-02 1.4168417e-02 1.5381564e-02 1.6237898e-02 1.5322019e-02
 1.5963571e-02 2.0228431e-02 2.1568527e-02 2.5444712e-02 2.0073624e-02]",[0.08362868 0.6907614 ],[0.44121754 0.25710955],10.780387,49.0,0.010780387,0.0062537524,0.049,0.046599,False,True,1000
"[ 3.5056031e-01  4.4310015e-01  9.8099718e+00  4.1720921e-01
 -1.7554140e-01  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.8401228e+00 -2.1635730e-02  2.8631747e-02  0.0000000e+00
  2.9142794e-01  1.1079453e-01  4.6094380e-02  3.4583341e-02
  3.3235256e-02  3.4539595e-02  2.3230717e-02  5.9691649e-03
  3.8607008e-04  3.2045151e-05  2.8464481e-07  5.3827087e-05
  2.8676330e-04  7.7278516e-04  2.8060125e-02  2.3597646e-01
  2.7366439e-01  2.7226654e-01  2.9502785e-01  3.2878807e-01
  3.3589786e-01  2.9336941e-01  2.3398931e-01  1.9343156e-01
  2.0514411e-01  2.3360521e-01  2.3878482e-01  2.5533748e-01
  2.5193882e-01  2.8315955e-01  2.6261818e-01  2.6598358e-01
  3.9683364e-02  4.9421977e-02  6.9728643e-02  9.2117317e-02
  6.4582065e-02  2.9032281e-02  2.5572862e-02  2.5200313e-02
  2.5970461e-02  3.3243932e-02  5.6404594e-02  6.9564007e-02
  7.9449631e-02  6.2115040e-02  2.9264731e-02  2.9961573e-02]","[5.38050747e+00 3.10195675e+01 8.18545232e-10 2.83424199e-01
 8.01114514e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.77642393e+00 1.33239329e-01 1.15472779e-01 0.00000000e+00
 1.12672105e-01 3.54794413e-02 1.94926430e-02 1.45992618e-02
 1.47022419e-02 1.68323554e-02 1.23951780e-02 2.22227070e-03
 1.48901017e-04 1.02588569e-06 8.09407888e-11 3.90449543e-07
 6.48905825e-06 3.28327551e-05 5.79832727e-03 8.72349516e-02
 6.28742427e-02 5.96954077e-02 6.75838664e-02 7.56212771e-02
 8.94203484e-02 8.55623558e-02 7.12032840e-02 6.75698295e-02
 6.49768859e-02 7.65486658e-02 8.10763910e-02 8.73373896e-02
 8.02353844e-02 8.81726518e-02 7.26082250e-02 6.44361973e-02
 1.30908461e-02 1.65912826e-02 1.63345169e-02 3.01609952e-02
 2.05954742e-02 9.51069128e-03 9.41608008e-03 9.21349041e-03
 9.30600986e-03 1.19715650e-02 2.37587597e-02 2.78679952e-02
 3.47259827e-02 2.42658313e-02 1.02403238e-02 1.07467808e-02]",[0.28266546 0.60697263],[0.39500302 0.3040056 ],12.448404,29.0,0.012448404,0.008362326,0.029,0.028159006,False,True,1000
"[-4.39155251e-02  1.18121751e-01  9.80997181e+00  1.22892693e-01
  9.35749616e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00
  2.15204716e+00  5.11843115e-02  3.61338556e-02  0.00000000e+00
  1.83500975e-01  8.39920044e-02  5.87932244e-02  5.73858544e-02
  5.62894642e-02  5.71357608e-02  5.51669896e-02  5.28683178e-02
  5.31636365e-02  4.72931415e-02  3.74702066e-02  2.88025439e-02
  2.76931636e-02  3.47619578e-02  5.17743938e-02  1.61612391e-01
  3.07379931e-01  3.21565121e-01  3.15262616e-01  2.69017875e-01
  2.18314648e-01  2.31680438e-01  2.33979791e-01  2.15859488e-01
  2.06634194e-01  2.22390056e-01  2.31887326e-01  2.34972581e-01
  2.36838251e-01  2.51466572e-01  2.46261269e-01  2.68235862e-01
  6.23369291e-02  9.21977833e-02  1.13233574e-01  1.25433326e-01
  1.34877980e-01  1.14711657e-01  8.93240571e-02  7.41968155e-02
  6.29887059e-02  5.51122092e-02  5.19052669e-02  5.31200543e-02
  5.99391088e-02  6.43947423e-02  7.10678399e-02  6.65068030e-02]","[6.2957907e+00 1.9983431e+01 8.1854523e-10 2.1465191e-01 7.6362915e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.3969123e+00 1.2909280e-01
 1.1698187e-01 0.0000000e+00 7.4836738e-02 2.7137885e-02 2.3869593e-02
 2.3078473e-02 2.2614168e-02 2.3139725e-02 2.2500440e-02 2.0183217e-02
 2.0379178e-02 1.7441990e-02 1.4519952e-02 9.4323959e-03 8.5778218e-03
 1.1777621e-02 1.6267397e-02 6.4248897e-02 8.4846415e-02 8.6682230e-02
 9.5851980e-02 8.2047440e-02 7.3281519e-02 8.2682580e-02 8.4530205e-02
 7.7132083e-02 7.2439127e-02 7.1319252e-02 7.5786270e-02 7.6790266e-02
 7.3598303e-02 7.3543578e-02 7.1576521e-02 7.2808012e-02 2.6168499e-02
 4.6546910e-02 5.8028072e-02 6.3149266e-02 6.5724358e-02 5.5390555e-02
 3.8781911e-02 3.3761930e-02 2.9862847e-02 2.5531091e-02 2.4124295e-02
 2.4877101e-02 2.7332986e-02 3.0049652e-02 3.1736944e-02 3.0704558e-02]",[0.05109181 0.70595586],[0.3692323 0.2651833],7.234497,16.0,0.007234497,0.004156921,0.016,0.015743997,False,True,1000
"[ 1.7115720e-02 -1.4938799e-01  9.8099718e+00  1.9536991e-01
  1.1890504e-03  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.9370739e+00 -7.5500369e-02 -1.5991421e-02  0.0000000e+00
  2.6992574e-01  1.4862305e-01  6.4348735e-02  4.7999080e-02
  5.2589711e-02  6.1759319e-02  6.3274689e-02  6.6822760e-02
  7.1015589e-02  6.5927386e-02  5.6806810e-02  4.4763263e-02
  3.3216503e-02  2.6536275e-02  3.8074560e-02  1.8682137e-01
  3.1968960e-01  3.4675947e-01  3.4867793e-01  3.4368205e-01
  3.1915784e-01  2.4330704e-01  1.9374251e-01  2.0157473e-01
  2.2606322e-01  2.3656572e-01  2.4452175e-01  2.6354936e-01
  2.8086209e-01  3.1832719e-01  3.0966309e-01  2.9244617e-01
  5.2560650e-02  5.1569831e-02  5.4234739e-02  6.3445501e-02
  9.0745650e-02  1.0399569e-01  7.2994910e-02  4.7846571e-02
  6.1477382e-02  8.0700472e-02  7.2656505e-02  6.2284097e-02
  6.7877144e-02  8.6919159e-02  1.1382358e-01  8.9609198e-02]","[5.2906747e+00 2.3559809e+01 8.1854523e-10 3.3777761e-01 1.6097321e-01
 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.8972800e+00 1.2452624e-01
 1.1951773e-01 0.0000000e+00 1.1568473e-01 6.2622301e-02 2.9367233e-02
 2.3386188e-02 2.6500287e-02 3.3341862e-02 3.3635661e-02 3.4247361e-02
 3.7812158e-02 3.4553409e-02 2.8803691e-02 2.2940183e-02 1.6309826e-02
 1.1307369e-02 1.3264214e-02 6.7724608e-02 6.7788459e-02 7.7071466e-02
 7.8033753e-02 7.2918497e-02 8.8592656e-02 7.3478431e-02 6.4980119e-02
 6.5144084e-02 6.3553110e-02 6.6415735e-02 6.9586813e-02 7.1403340e-02
 7.1897134e-02 7.2414704e-02 7.0884787e-02 6.3090101e-02 2.5327940e-02
 2.3959368e-02 2.4029307e-02 2.7683953e-02 4.9297575e-02 5.7685494e-02
 3.6988363e-02 2.3034336e-02 2.5127778e-02 3.4551509e-02 3.1317614e-02
 2.9206382e-02 3.3631824e-02 3.5458796e-02 5.0678268e-02 3.7850861e-02]",[0.09959199 0.63969177],[0.47425434 0.31805328],17.14891,12.0,0.01714891,0.009147129,0.012,0.011856,False,True,1000
"[ 0.11126414  0.18278591  9.809972    0.34244388  0.04677193  0.
  0.          0.          1.4215508  -0.10357208 -0.06710325  0.
  0.22739726  0.07060192  0.0500216   0.04917591  0.04482298  0.04097424
  0.03954551  0.03688844  0.03581284  0.03338371  0.02708742  0.02266362
  0.02205162  0.0347161   0.10527198  0.26360705  0.36571795  0.37608984
  0.3518132   0.31339276  0.29401883  0.26232636  0.27162355  0.31701347
  0.32607943  0.28900412  0.28939322  0.3329005   0.34948537  0.3747992
  0.39177865  0.35763174  0.04915471  0.05938407  0.0612179   0.0485813
  0.05500121  0.06160819  0.04843544  0.04799087  0.06742696  0.08713249
  0.10442325  0.08612574  0.06243659  0.08925836  0.09348311  0.06149805]","[5.7027550e+00 3.0429075e+01 8.1854523e-10 2.8941295e-01 8.6973265e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.2877994e+00 1.1852978e-01
 1.1624029e-01 0.0000000e+00 8.0290526e-02 2.3534454e-02 1.9910740e-02
 1.9468380e-02 1.7914649e-02 1.5890649e-02 1.5665863e-02 1.4199125e-02
 1.4037378e-02 1.3272205e-02 1.0802997e-02 9.2707211e-03 8.7155346e-03
 1.1725608e-02 3.1070912e-02 8.7703571e-02 7.4255556e-02 6.7633584e-02
 6.8381295e-02 7.3141329e-02 7.8679323e-02 7.3743261e-02 6.8938389e-02
 7.9781033e-02 7.4153878e-02 7.8335993e-02 6.3576214e-02 7.6850362e-02
 7.6526359e-02 7.1017824e-02 6.2157687e-02 5.9935585e-02 2.6348490e-02
 2.8589211e-02 2.9086921e-02 2.5852196e-02 3.4456927e-02 3.9207179e-02
 2.8799888e-02 2.4319250e-02 3.5779290e-02 3.7380926e-02 4.0781394e-02
 2.9858995e-02 2.6166186e-02 3.6387291e-02 4.0938880e-02 2.7471855e-02]",[0.21645622 0.46304607],[0.39774963 0.47214127],13.065702,20.0,0.013065702,0.006228752,0.02,0.019600002,False,True,1000
"[-5.32909594e-02 -1.95847005e-01  9.80997181e+00  1.15909167e-01
  4.60634865e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00
  2.08610368e+00 -2.32225638e-02  9.48799122e-03  0.00000000e+00
  1.16055392e-01  4.27787378e-02  1.99799724e-02  1.88647043e-02
  1.87182482e-02  1.90489013e-02  1.93677545e-02  1.92148574e-02
  1.56776290e-02  1.17611885e-02  9.81986336e-03  8.49105045e-03
  8.41474533e-03  1.74960475e-02  3.11861597e-02  1.01564318e-01
  2.28558123e-01  1.94344625e-01  1.95336327e-01  1.86316565e-01
  1.84405789e-01  1.77967206e-01  1.50493890e-01  1.27292514e-01
  1.14974521e-01  1.43855959e-01  1.86738834e-01  1.97974935e-01
  2.08133101e-01  2.11478755e-01  1.74476042e-01  2.04926863e-01
  9.25825909e-03  1.01697566e-02  1.44659104e-02  3.01187243e-02
  3.13526094e-02  1.46093834e-02  7.05017522e-03  7.27899652e-03
  7.54827075e-03  7.95502961e-03  1.02330483e-02  1.55311283e-02
  2.05811467e-02  1.71743203e-02  9.67535935e-03  7.32744578e-03]","[6.4785886e+00 2.3184517e+01 8.1854523e-10 2.2783808e-01 4.0209435e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.3835111e+00 1.2942274e-01
 1.1994794e-01 0.0000000e+00 6.2786639e-02 1.4458775e-02 9.0045566e-03
 8.3502373e-03 8.1045311e-03 7.9414323e-03 7.8572677e-03 7.7785775e-03
 5.8800452e-03 3.6871191e-03 3.2369476e-03 2.7509965e-03 2.7410525e-03
 5.6043593e-03 1.2260239e-02 4.6888616e-02 8.0980733e-02 6.0735535e-02
 6.7070551e-02 6.3816786e-02 6.6975631e-02 6.9683485e-02 5.7569914e-02
 4.8392586e-02 4.2799138e-02 4.8356548e-02 6.2493231e-02 6.6581674e-02
 7.0143148e-02 7.2535411e-02 5.1436912e-02 6.9004431e-02 1.3952244e-03
 1.6430692e-03 2.2588149e-03 6.6493019e-03 7.2229025e-03 2.3906566e-03
 1.1796914e-03 1.2454569e-03 1.3357209e-03 1.4147876e-03 1.6535931e-03
 2.1551081e-03 2.7247837e-03 2.4539339e-03 1.2437841e-03 1.0234829e-03]",[0.04208981 0.69173056],[0.36790285 0.25581044],5.026791,17.0,0.0050267912,0.003203032,0.017,0.016710998,False,True,1000
"[ 2.8947595e-01  1.3329658e-01  9.8099718e+00  3.5805723e-01
 -1.2792999e-01  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.9162564e+00 -4.1163637e-04  2.9567868e-02  0.0000000e+00
  2.7955785e-01  9.5999569e-02  6.3271306e-02  5.5995442e-02
  5.2563023e-02  5.1066082e-02  4.6955563e-02  4.0779956e-02
  2.8883871e-02  1.5926862e-02  1.0583878e-02  6.1353715e-03
  3.5211751e-03  2.5085697e-03  2.0614548e-02  2.3753934e-01
  3.5927388e-01  3.6065072e-01  4.1059718e-01  4.0955803e-01
  3.8985583e-01  3.9641920e-01  3.2898617e-01  2.9225624e-01
  3.0104542e-01  3.2583079e-01  3.2362127e-01  3.2896140e-01
  3.3356515e-01  3.5553336e-01  3.4943804e-01  3.4193417e-01
  5.6613989e-02  6.8910368e-02  5.2393284e-02  3.3115450e-02
  4.6470344e-02  7.3293239e-02  6.3737787e-02  4.7939632e-02
  4.9968619e-02  5.3869296e-02  6.9882020e-02  7.0763461e-02
  5.7205163e-02  5.6994852e-02  5.2583873e-02  4.3968786e-02]","[5.56791306e+00 2.52219868e+01 8.18545232e-10 3.10638398e-01
 8.15604180e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.83873844e+00 1.07705079e-01 1.41420528e-01 0.00000000e+00
 1.13711916e-01 3.41908336e-02 2.99606342e-02 2.60401070e-02
 2.52229143e-02 2.53294837e-02 2.38196701e-02 2.16037482e-02
 1.51219368e-02 8.55397154e-03 5.36030298e-03 2.98957806e-03
 5.47631644e-04 3.39632039e-04 3.83924344e-03 9.87997204e-02
 7.35935271e-02 6.30641952e-02 6.49617314e-02 6.67634234e-02
 7.54970312e-02 7.76998848e-02 7.98729435e-02 8.68582577e-02
 8.06157067e-02 8.94181877e-02 8.20104778e-02 8.00075382e-02
 7.53843263e-02 7.42635280e-02 6.83972538e-02 7.52346218e-02
 1.86197646e-02 2.28347369e-02 1.71228498e-02 1.08185867e-02
 1.99842919e-02 3.70078012e-02 3.00940182e-02 2.20505241e-02
 2.24986114e-02 2.07483433e-02 2.86332443e-02 3.00925635e-02
 2.41330378e-02 2.76656244e-02 2.15729736e-02 1.71803031e-02]",[0.23668145 0.6351268 ],[0.4290525  0.31196347],13.709876,28.0,0.013709876,0.009352462,0.028,0.027216006,False,True,1000
"[ 3.2121754e-01  6.0808629e-01  9.8099718e+00  5.5762076e-01
 -1.8978694e-01  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.7288518e+00 -2.7112149e-02  3.7355676e-02  0.0000000e+00
  3.5548455e-01  1.1098682e-01  7.4565776e-02  6.8240665e-02
  6.3160568e-02  5.9992325e-02  5.4581195e-02  4.5122560e-02
  3.4228813e-02  2.3700120e-02  2.0316539e-02  1.8418666e-02
  1.1995795e-02  3.9932691e-03  2.5485324e-02  3.0936408e-01
  2.9080388e-01  3.2366279e-01  3.7948370e-01  4.4536853e-01
  4.5753846e-01  4.3805397e-01  3.5469511e-01  2.6940522e-01
  2.6487312e-01  2.8091344e-01  3.0184406e-01  3.2429376e-01
  3.4974110e-01  3.9842659e-01  3.6639264e-01  3.2325467e-01
  8.6088121e-02  1.6225870e-01  2.0761833e-01  1.9061038e-01
  1.7664690e-01  1.4649057e-01  8.0314405e-02  4.2551413e-02
  3.5808232e-02  4.0539194e-02  3.9640617e-02  3.8800467e-02
  4.5837656e-02  5.5557374e-02  7.2196819e-02  6.7342855e-02]","[4.5471449e+00 3.2998394e+01 8.1854523e-10 3.5280830e-01 9.4660014e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.1501646e+00 9.9780180e-02
 1.4808926e-01 0.0000000e+00 1.1077935e-01 3.0050294e-02 2.8466616e-02
 2.6211988e-02 2.5638694e-02 2.6347129e-02 2.6733873e-02 2.2906950e-02
 1.8773314e-02 1.2305639e-02 1.0854438e-02 1.0120345e-02 6.5060374e-03
 2.0942057e-03 4.9193939e-03 1.0543797e-01 5.2874863e-02 5.4236095e-02
 6.2952876e-02 5.4660372e-02 5.8027860e-02 5.6817140e-02 6.8323508e-02
 7.4099615e-02 8.1355885e-02 8.4790289e-02 8.5214481e-02 8.6472288e-02
 7.8152604e-02 7.8070059e-02 6.9784313e-02 6.8371087e-02 4.4467986e-02
 7.4196406e-02 8.8611923e-02 8.5402876e-02 8.4621705e-02 7.4425809e-02
 4.3291934e-02 2.2887764e-02 2.0468051e-02 2.4596265e-02 2.3727598e-02
 2.3307852e-02 2.8098335e-02 3.2783080e-02 4.3030899e-02 3.5767138e-02]",[0.3423183  0.56479436],[0.47189137 0.35582477],21.224735,22.0,0.021224735,0.011331576,0.022,0.021515999,False,True,1000
"[ 6.52001798e-02  2.08033100e-01  9.80997181e+00  2.25392699e-01
 -1.11140334e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.67101431e+00  1.01257414e-01 -1.52100166e-02  0.00000000e+00
  1.88444242e-01  6.68860301e-02  5.09486906e-02  4.89684828e-02
  4.93420064e-02  5.07414714e-02  4.67532054e-02  4.04031649e-02
  3.92579809e-02  3.83889191e-02  3.48350480e-02  3.41298059e-02
  3.85128856e-02  5.30697294e-02  1.19154304e-01  2.34660834e-01
  4.13146824e-01  4.59177852e-01  4.34683740e-01  3.83650839e-01
  3.59692544e-01  3.32342446e-01  2.68560082e-01  2.44898528e-01
  2.72372097e-01  2.87926644e-01  3.22830349e-01  3.60098243e-01
  3.61860812e-01  3.77944648e-01  4.24208850e-01  4.15586799e-01
  4.43232395e-02  5.88286854e-02  6.67907894e-02  1.10752180e-01
  1.82467133e-01  1.49793565e-01  8.38233903e-02  7.14480951e-02
  6.19618595e-02  5.27773425e-02  4.72643338e-02  5.51396720e-02
  7.06118792e-02  6.70689270e-02  4.81503978e-02  3.95845287e-02]","[6.58027744e+00 2.75243721e+01 8.18545232e-10 2.10292086e-01
 2.97887307e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.85889721e+00 1.40014529e-01 9.95010212e-02 0.00000000e+00
 6.85011446e-02 2.20830794e-02 2.04835664e-02 1.95098780e-02
 1.95256229e-02 2.04475876e-02 1.90689247e-02 1.63309034e-02
 1.71619840e-02 1.70628615e-02 1.56060727e-02 1.41570205e-02
 1.65040866e-02 1.89495776e-02 3.69362794e-02 8.12272951e-02
 6.82378188e-02 7.30208308e-02 7.18639269e-02 7.65799060e-02
 1.01764739e-01 1.05143204e-01 1.01354264e-01 7.94973597e-02
 8.98044631e-02 9.14222971e-02 8.53916407e-02 7.80472085e-02
 8.18162560e-02 9.05926749e-02 9.65316445e-02 8.72972682e-02
 2.09990237e-02 2.78331339e-02 3.09385769e-02 4.24559079e-02
 7.70648271e-02 6.16666116e-02 3.57681848e-02 3.18761617e-02
 2.79179420e-02 2.41725761e-02 2.24043354e-02 2.55499445e-02
 3.13490890e-02 2.85996944e-02 2.02887021e-02 1.84303783e-02]",[0.13773538 0.5465191 ],[0.40127942 0.42688867],8.1733055,37.0,0.008173306,0.0042233197,0.037,0.035631,False,True,1000
